SENSOR UNIQUE,ADDRESS
CM/STDPARAM/CM183000002,"3009,2999,3001,3003,3025,3035,3019,3021,3023,3027,3029,3031,3077,3079,3081,3083,3109",
CM/SPEPARAM/CM183000002,"None"
